image_id,timestamp,latitude,longitude,robot_id,mission_id,panel_row,panel_column,panel_id,condition,confidence,cleaning_priority_score,annotated_image_path,detected_issues,original_image_path,source_label,model_source,gps_status,gps_distance_m,nearest_panel_id,sequence_panel_id,quality_laplacian_variance,quality_mean_brightness,quality_saturated_ratio,quality_dark_ratio
47df65a3-b1d9-4e5a-8996-47545a3b5f5f,2026-07-05T10:14:00+00:00,37.91573368,-122.3115189,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,9,SB-R05-C09,clean,0.9505,8,outputs\annotated\47df65a3-b1d9-4e5a-8996-47545a3b5f5f.jpg,,prepared\solar_cls\train\clean\clean_00194_clean-181.jpg,clean,yolov8,matched,0.278,SB-R05-C09,SB-R05-C09,3431.2557,143.7628,0.1613,0.0
d46998fb-ff9b-4ecd-9df1-2baed32230a3,2026-07-05T10:14:30+00:00,37.91576907,-122.31147603,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,10,SB-R05-C10,clean,0.802,6,outputs\annotated\d46998fb-ff9b-4ecd-9df1-2baed32230a3.jpg,uncertain_gps,prepared\solar_cls\train\clean\clean_00195_clean-150.jpg,clean,yolov8,uncertain_gps,4.139,SB-R05-C10,SB-R05-C10,7398.6587,92.4428,0.018,0.0707
4de794b8-4029-4640-b923-9393daa391b5,2026-07-05T10:15:00+00:00,37.91568265,-122.31171872,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,1,SB-R02-C01,clean,0.9871,8,outputs\annotated\4de794b8-4029-4640-b923-9393daa391b5.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00196_clean-137.jpg,clean,yolov8,sequence_mismatch,1.426,SB-R02-C01,SB-R01-C01,4553.8386,83.4969,0.0164,0.0312
62020858-7993-4754-ab3d-64970918b5b4,2026-07-05T10:15:30+00:00,37.9156761,-122.31170565,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,1,SB-R02-C01,clean,0.9505,8,outputs\annotated\62020858-7993-4754-ab3d-64970918b5b4.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00197_clean-154.jpg,clean,yolov8,sequence_mismatch,0.716,SB-R02-C01,SB-R01-C02,362.2135,80.0446,0.0331,0.0004
bacfa660-fafd-4063-8b33-25bd4cbddc97,2026-07-05T10:16:00+00:00,37.91566967,-122.3116474,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,3,SB-R01-C03,dirty,0.4843,27,outputs\annotated\bacfa660-fafd-4063-8b33-25bd4cbddc97.jpg,soiling,prepared\solar_cls\train\clean\clean_00198_clean-20.jpg,clean,yolov8,matched,1.043,SB-R01-C03,SB-R01-C03,128.8791,100.6457,0.0342,0.1477
363496a9-8083-485e-a8f6-8ba80633aad7,2026-07-05T10:16:30+00:00,37.9156503,-122.31158863,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,6,SB-R01-C06,clean,0.8858,7,outputs\annotated\363496a9-8083-485e-a8f6-8ba80633aad7.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00199_clean-114.jpg,clean,yolov8,sequence_mismatch,1.531,SB-R01-C06,SB-R01-C04,1384.2694,130.4983,0.0418,0.0011
54f45a57-ff17-4f3e-8cee-37ba5d0dc526,2026-07-05T10:17:00+00:00,37.91567426,-122.31165472,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,3,SB-R02-C03,clean,0.9446,8,outputs\annotated\54f45a57-ff17-4f3e-8cee-37ba5d0dc526.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00200_clean-191.jpg,clean,yolov8,sequence_mismatch,0.886,SB-R02-C03,SB-R01-C05,1880.0163,80.9751,0.0073,0.1811
13a304b0-2a70-422d-b381-795d290f4294,2026-07-05T10:17:30+00:00,37.915674,-122.31159789,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,6,SB-R02-C06,clean,0.9895,8,outputs\annotated\13a304b0-2a70-422d-b381-795d290f4294.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00201_clean-125.jpg,clean,yolov8,sequence_mismatch,1.208,SB-R02-C06,SB-R01-C06,4838.6905,110.6175,0.0119,0.0294
0895ace0-bc62-43d1-85d5-8f88d366626c,2026-07-05T10:18:00+00:00,37.91566409,-122.31155523,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,7,SB-R01-C07,clean,0.9686,8,outputs\annotated\0895ace0-bc62-43d1-85d5-8f88d366626c.jpg,,prepared\solar_cls\train\clean\clean_00202_clean-99.jpg,clean,yolov8,matched,0.93,SB-R01-C07,SB-R01-C07,3377.7372,91.4958,0.0211,0.1003
884bbd66-9f8e-4138-9d33-95bbfa3f4c42,2026-07-05T10:18:30+00:00,37.91567108,-122.3115895,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,6,SB-R01-C06,clean,0.918,7,outputs\annotated\884bbd66-9f8e-4138-9d33-95bbfa3f4c42.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00203_clean-29.jpg,clean,yolov8,sequence_mismatch,0.784,SB-R01-C06,SB-R01-C08,2429.3509,168.9541,0.0286,0.0002
f1b6d6e2-7e00-4dee-b415-f38df701c16f,2026-07-05T10:19:00+00:00,37.91564326,-122.3115027,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,10,SB-R01-C10,glare,1.0,40,outputs\annotated\f1b6d6e2-7e00-4dee-b415-f38df701c16f.jpg,gps_sequence_mismatch;glare,prepared\solar_cls\train\clean\clean_00204_clean-25.jpg,clean,opencv_quality_gate,sequence_mismatch,2.358,SB-R01-C10,SB-R01-C09,1944.0538,153.8797,0.4912,0.2248
d95cc8cf-b176-47b6-aa85-f126798fc67d,2026-07-05T10:19:30+00:00,37.91568745,-122.31145418,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,10,SB-R01-C10,clean,0.556,4,outputs\annotated\d95cc8cf-b176-47b6-aa85-f126798fc67d.jpg,uncertain_gps,prepared\solar_cls\train\clean\clean_00205_1-24.jpg,clean,yolov8,uncertain_gps,3.849,SB-R02-C10,SB-R01-C10,563.8822,136.0456,0.0061,0.1232
84200e2b-f16a-4216-8943-2e1619d376e7,2026-07-05T10:20:00+00:00,37.91571443,-122.31174929,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,1,SB-R02-C01,clean,0.9164,7,outputs\annotated\84200e2b-f16a-4216-8943-2e1619d376e7.jpg,uncertain_gps,prepared\solar_cls\train\clean\clean_00206_1-8.jpg,clean,yolov8,uncertain_gps,4.125,SB-R04-C01,SB-R02-C01,2733.4236,118.4415,0.0027,0.1764
3a449de4-141b-462e-961c-736c61e6fd6f,2026-07-05T10:20:30+00:00,37.91569586,-122.31172335,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,3,1,SB-R03-C01,clean,0.6743,5,outputs\annotated\3a449de4-141b-462e-961c-736c61e6fd6f.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00207_1-9.jpg,clean,yolov8,sequence_mismatch,1.888,SB-R03-C01,SB-R02-C02,685.5879,133.966,0.0008,0.0464
57f08ec1-a2e8-47aa-8855-e470f09753b2,2026-07-05T10:21:00+00:00,37.91571102,-122.31165116,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,3,SB-R04-C03,clean,0.9733,8,outputs\annotated\57f08ec1-a2e8-47aa-8855-e470f09753b2.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00208_clean-78.jpg,clean,yolov8,sequence_mismatch,0.923,SB-R04-C03,SB-R02-C03,7296.1818,79.9972,0.0227,0.1425
35589a95-d2c7-4b2c-81b9-a7edf77a945c,2026-07-05T10:21:30+00:00,37.91566153,-122.31158839,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,6,SB-R01-C06,clean,0.8967,7,outputs\annotated\35589a95-d2c7-4b2c-81b9-a7edf77a945c.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00209_clean-122.jpg,clean,yolov8,sequence_mismatch,0.283,SB-R01-C06,SB-R02-C04,4689.0947,120.1879,0.0311,0.1343
7591c400-be5a-4fbe-b394-aaf50a2bc251,2026-07-05T10:22:00+00:00,37.9156936,-122.31165445,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,3,3,SB-R03-C03,clean,0.7068,6,outputs\annotated\7591c400-be5a-4fbe-b394-aaf50a2bc251.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00210_1-23.jpg,clean,yolov8,sequence_mismatch,0.744,SB-R03-C03,SB-R02-C05,4791.8293,106.6504,0.0277,0.0161
a1828844-7ec0-4827-a97d-cfeb29bebef2,2026-07-05T10:22:30+00:00,37.91568731,-122.31160526,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,5,SB-R02-C05,clean,0.6486,5,outputs\annotated\a1828844-7ec0-4827-a97d-cfeb29bebef2.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00211_clean-110.jpg,clean,yolov8,sequence_mismatch,0.795,SB-R02-C05,SB-R02-C06,698.8345,102.9811,0.0087,0.0112
679f6fa0-0e71-4c06-a651-350ae02ac829,2026-07-05T10:23:00+00:00,37.91568403,-122.31157643,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,7,SB-R02-C07,clean,0.9885,8,outputs\annotated\679f6fa0-0e71-4c06-a651-350ae02ac829.jpg,,prepared\solar_cls\train\clean\clean_00212_clean-190.jpg,clean,yolov8,matched,0.956,SB-R02-C07,SB-R02-C07,6898.671,111.2937,0.0132,0.0281
e3d0aab9-d0ca-419c-84de-8fac65a9fccd,2026-07-05T10:23:30+00:00,37.91570671,-122.31157548,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,3,7,SB-R03-C07,clean,0.9262,7,outputs\annotated\e3d0aab9-d0ca-419c-84de-8fac65a9fccd.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00213_clean-144.jpg,clean,yolov8,sequence_mismatch,1.128,SB-R03-C07,SB-R02-C08,12258.0208,92.2782,0.03,0.0514
262e22ce-961a-4282-a0d4-dd6cda12de9e,2026-07-05T10:24:00+00:00,37.91568774,-122.31147898,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,10,SB-R02-C10,clean,0.6803,5,outputs\annotated\262e22ce-961a-4282-a0d4-dd6cda12de9e.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00214_1-27.jpg,clean,yolov8,sequence_mismatch,1.746,SB-R02-C10,SB-R02-C09,461.9964,142.2324,0.0,0.0742
2bf34edc-a6ba-4080-ae93-f8ec70f96ee2,2026-07-05T10:24:30+00:00,37.91566718,-122.31149272,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,10,SB-R01-C10,clean,0.9134,7,outputs\annotated\2bf34edc-a6ba-4080-ae93-f8ec70f96ee2.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00215_clean-159.jpg,clean,yolov8,sequence_mismatch,0.545,SB-R01-C10,SB-R02-C10,1223.6883,78.3058,0.0189,0.0879
e259da3a-2911-4d8e-9a6a-5890a4a9070c,2026-07-05T10:25:00+00:00,37.91570363,-122.31171819,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,3,1,SB-R03-C01,clean,0.8683,7,outputs\annotated\e259da3a-2911-4d8e-9a6a-5890a4a9070c.jpg,,prepared\solar_cls\train\clean\clean_00216_clean-5.jpg,clean,yolov8,matched,1.436,SB-R03-C01,SB-R03-C01,6710.0692,104.9877,0.0212,0.0096
ee7d2025-bbee-4b3e-bc38-16dd2a281749,2026-07-05T10:25:30+00:00,37.91571164,-122.3116775,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,2,SB-R04-C02,clean,0.9826,8,outputs\annotated\ee7d2025-bbee-4b3e-bc38-16dd2a281749.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00217_clean-27.jpg,clean,yolov8,sequence_mismatch,0.73,SB-R04-C02,SB-R03-C02,2012.0353,97.5854,0.1885,0.2122
91bc9e05-6650-49be-8a88-f0244351718c,2026-07-05T10:26:00+00:00,37.91568304,-122.31161681,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,5,SB-R02-C05,clean,0.9733,8,outputs\annotated\91bc9e05-6650-49be-8a88-f0244351718c.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00218_clean-32.jpg,clean,yolov8,sequence_mismatch,0.489,SB-R02-C05,SB-R03-C03,4974.8695,94.6551,0.0154,0.0002
6e454506-cd58-41dc-ae18-e32eca980b65,2026-07-05T10:26:30+00:00,37.91571422,-122.31163797,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,4,SB-R04-C04,clean,0.9876,8,outputs\annotated\6e454506-cd58-41dc-ae18-e32eca980b65.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00219_clean-40.jpg,clean,yolov8,sequence_mismatch,0.534,SB-R04-C04,SB-R03-C04,1559.4153,99.048,0.0734,0.0087
df5999bf-5576-4f69-9d26-e4b909b9ec6f,2026-07-05T10:27:00+00:00,37.91568856,-122.31162925,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,4,SB-R02-C04,clean,0.667,5,outputs\annotated\df5999bf-5576-4f69-9d26-e4b909b9ec6f.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00220_clean-160.jpg,clean,yolov8,sequence_mismatch,0.844,SB-R02-C04,SB-R03-C05,4556.1628,90.861,0.0001,0.0109
88fb8f6b-ff14-45dd-b07a-339bd14ed3fb,2026-07-05T10:27:30+00:00,37.91572212,-122.31159195,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,6,SB-R04-C06,clean,0.5564,4,outputs\annotated\88fb8f6b-ff14-45dd-b07a-339bd14ed3fb.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00221_1-7.jpg,clean,yolov8,sequence_mismatch,0.546,SB-R04-C06,SB-R03-C06,301.7047,129.1346,0.0038,0.1195
36aa3ea0-744b-4a01-9080-6e881b09b878,2026-07-05T10:28:00+00:00,37.91570825,-122.31157004,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,3,7,SB-R03-C07,dirty,0.6456,36,outputs\annotated\36aa3ea0-744b-4a01-9080-6e881b09b878.jpg,soiling,prepared\solar_cls\train\clean\clean_00222_2-2.jpg,clean,yolov8,matched,0.989,SB-R03-C07,SB-R03-C07,142.5253,122.2408,0.0361,0.0145
e3c3048b-022c-4aac-9dc5-849ce9e251b1,2026-07-05T10:28:30+00:00,37.91571107,-122.31154571,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,8,SB-R04-C08,clean,0.9888,8,outputs\annotated\e3c3048b-022c-4aac-9dc5-849ce9e251b1.jpg,gps_sequence_mismatch,prepared\solar_cls\train\clean\clean_00223_clean-134.jpg,clean,yolov8,sequence_mismatch,0.801,SB-R04-C08,SB-R03-C08,2872.2361,123.8317,0.0358,0.0295
10213429-86a8-49d9-b13e-467e177bc671,2026-07-05T10:29:00+00:00,37.91571372,-122.31152447,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,9,SB-R04-C09,damaged,0.8384,75,outputs\annotated\10213429-86a8-49d9-b13e-467e177bc671.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00658_electrical-21.jpg,damaged,yolov8,sequence_mismatch,0.597,SB-R04-C09,SB-R03-C09,875.7483,100.1997,0.0002,0.0055
eefce8c1-38a5-4369-9d05-26eeb2344bee,2026-07-05T10:29:30+00:00,37.9157149,-122.31148221,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,10,SB-R04-C10,damaged,0.9765,88,outputs\annotated\eefce8c1-38a5-4369-9d05-26eeb2344bee.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00661_electrical-33.jpg,damaged,yolov8,sequence_mismatch,1.386,SB-R04-C10,SB-R03-C10,4279.4184,109.2585,0.0204,0.0
59fe05f6-eba6-4ab3-9637-38d107dcd375,2026-07-05T10:30:00+00:00,37.91571587,-122.31172206,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,1,SB-R04-C01,damaged,0.806,73,outputs\annotated\59fe05f6-eba6-4ab3-9637-38d107dcd375.jpg,structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00664_electrical-91.jpg,damaged,yolov8,matched,1.733,SB-R04-C01,SB-R04-C01,2019.7566,110.288,0.042,0.0466
b93dd608-582d-4e70-9bb5-f3102d61f34e,2026-07-05T10:30:30+00:00,37.91570108,-122.31169658,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,3,1,SB-R03-C01,damaged,0.7873,71,outputs\annotated\b93dd608-582d-4e70-9bb5-f3102d61f34e.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00665_electrical-25.jpg,damaged,yolov8,sequence_mismatch,0.532,SB-R03-C01,SB-R04-C02,5687.821,104.0459,0.0461,0.0343
d1c90af1-2d78-4dda-a171-21998555fa29,2026-07-05T10:31:00+00:00,37.91570028,-122.31163722,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,3,4,SB-R03-C04,clean,0.3941,3,outputs\annotated\d1c90af1-2d78-4dda-a171-21998555fa29.jpg,gps_sequence_mismatch,prepared\solar_cls\train\damaged\electrical-damage_00668_electrical-8.jpg,damaged,yolov8,sequence_mismatch,0.27,SB-R03-C04,SB-R04-C03,4662.9792,111.412,0.0725,0.0086
622a1f35-06cd-435f-9b2c-66265ca7b952,2026-07-05T10:31:30+00:00,37.91571713,-122.3115984,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,6,SB-R04-C06,damaged,0.9279,84,outputs\annotated\622a1f35-06cd-435f-9b2c-66265ca7b952.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00670_electrical-38.jpg,damaged,yolov8,sequence_mismatch,0.864,SB-R04-C06,SB-R04-C04,7637.0301,123.9328,0.0198,0.0
c6146aa0-cabf-4c30-935a-263e687ee93d,2026-07-05T10:32:00+00:00,37.91575892,-122.31161084,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,5,SB-R04-C05,damaged,0.6818,61,outputs\annotated\c6146aa0-cabf-4c30-935a-263e687ee93d.jpg,uncertain_gps;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00678_electrical-19.jpg,damaged,yolov8,uncertain_gps,2.556,SB-R05-C05,SB-R04-C05,2063.6271,95.8993,0.008,0.0
67418078-d6a2-40d1-9013-646f41f9d907,2026-07-05T10:32:30+00:00,37.91569015,-122.3115973,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,2,6,SB-R02-C06,damaged,0.9542,86,outputs\annotated\67418078-d6a2-40d1-9013-646f41f9d907.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00679_electrical-75.jpg,damaged,yolov8,sequence_mismatch,1.182,SB-R02-C06,SB-R04-C06,153.7788,87.7956,0.01,0.0312
3f7f3707-3d1b-4e62-a581-25f174bcc54b,2026-07-05T10:33:00+00:00,37.91571661,-122.31159974,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,6,SB-R04-C06,damaged,0.913,82,outputs\annotated\3f7f3707-3d1b-4e62-a581-25f174bcc54b.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00681_electrical-55.jpg,damaged,yolov8,sequence_mismatch,0.987,SB-R04-C06,SB-R04-C07,209.7311,85.0563,0.0,0.0001
9d69745e-b7d4-4174-9ff8-6a2b693acc69,2026-07-05T10:33:30+00:00,37.91571347,-122.31153653,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,8,SB-R04-C08,damaged,0.9409,85,outputs\annotated\9d69745e-b7d4-4174-9ff8-6a2b693acc69.jpg,structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00685_electrical-59.jpg,damaged,yolov8,matched,0.761,SB-R04-C08,SB-R04-C08,1061.7125,104.1541,0.0408,0.0956
94ff0999-2128-4aa1-9cfd-8320a65a02d0,2026-07-05T10:34:00+00:00,37.91570971,-122.31153779,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,8,SB-R04-C08,damaged,0.9362,84,outputs\annotated\94ff0999-2128-4aa1-9cfd-8320a65a02d0.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00686_electrical-50.jpg,damaged,yolov8,sequence_mismatch,1.028,SB-R04-C08,SB-R04-C09,1128.2097,107.3174,0.0172,0.014
6d2cd8a7-c21d-47af-b73f-3e8d35e75351,2026-07-05T10:34:30+00:00,37.91570433,-122.31145683,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,10,SB-R04-C10,damaged,0.9585,86,outputs\annotated\6d2cd8a7-c21d-47af-b73f-3e8d35e75351.jpg,uncertain_gps;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00688_electrical-40.jpg,damaged,yolov8,uncertain_gps,3.602,SB-R03-C10,SB-R04-C10,5290.1311,106.6507,0.0314,0.0387
7e55fb3f-492e-4075-8630-b45c1df01f2d,2026-07-05T10:35:00+00:00,37.91573306,-122.31172138,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,1,SB-R05-C01,damaged,0.5712,51,outputs\annotated\7e55fb3f-492e-4075-8630-b45c1df01f2d.jpg,structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00689_electrical-79.jpg,damaged,yolov8,matched,1.688,SB-R05-C01,SB-R05-C01,1757.4878,123.7982,0.0361,0.0662
1ca3432b-72cb-4f51-b89b-a02bf4a9ec77,2026-07-05T10:35:30+00:00,37.91572923,-122.31165797,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,3,SB-R05-C03,clean,0.5093,4,outputs\annotated\1ca3432b-72cb-4f51-b89b-a02bf4a9ec77.jpg,gps_sequence_mismatch,prepared\solar_cls\train\damaged\electrical-damage_00691_electrical-5.jpg,damaged,yolov8,sequence_mismatch,0.751,SB-R05-C03,SB-R05-C02,2391.8308,72.859,0.0088,0.0458
19d723c5-074c-44a6-bcf3-a03f98cffaf5,2026-07-05T10:36:00+00:00,37.91572363,-122.31164596,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,3,SB-R04-C03,damaged,0.9439,85,outputs\annotated\19d723c5-074c-44a6-bcf3-a03f98cffaf5.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00695_electrical-65.jpg,damaged,yolov8,sequence_mismatch,1.15,SB-R04-C03,SB-R05-C03,929.4053,104.5713,0.0001,0.0432
3a9745e9-51ae-40c7-a3f9-bd499fdcdacb,2026-07-05T10:36:30+00:00,37.91574901,-122.3116171,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,5,SB-R05-C05,damaged,0.8778,79,outputs\annotated\3a9745e9-51ae-40c7-a3f9-bd499fdcdacb.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00696_electrical-41.jpg,damaged,yolov8,sequence_mismatch,1.538,SB-R05-C05,SB-R05-C04,1315.02,82.1547,0.0546,0.3288
09029024-515f-482f-b1be-20e3f4e05958,2026-07-05T10:37:00+00:00,37.91576108,-122.31162392,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,5,SB-R05-C05,damaged,0.8122,73,outputs\annotated\09029024-515f-482f-b1be-20e3f4e05958.jpg,uncertain_gps;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00698_electrical-69.jpg,damaged,yolov8,uncertain_gps,2.937,SB-R05-C04,SB-R05-C05,1772.4203,149.5682,0.0077,0.0
b8da7c0c-35af-4804-8269-556b3b0e1cc6,2026-07-05T10:37:30+00:00,37.91575628,-122.31160667,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,5,SB-R05-C05,damaged,0.9152,82,outputs\annotated\b8da7c0c-35af-4804-8269-556b3b0e1cc6.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00701_electrical-84.jpg,damaged,yolov8,sequence_mismatch,2.3,SB-R05-C05,SB-R05-C06,2948.6021,110.6861,0.0353,0.0118
1dea42f9-955c-4998-b4f2-dc9d5adde093,2026-07-05T10:38:00+00:00,37.91572881,-122.3115386,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,8,SB-R05-C08,uncertain,1.0,30,outputs\annotated\1dea42f9-955c-4998-b4f2-dc9d5adde093.jpg,gps_sequence_mismatch;blurry;uncertain,prepared\solar_cls\train\damaged\electrical-damage_00705_electrical-28.jpg,damaged,opencv_quality_gate,sequence_mismatch,0.884,SB-R05-C08,SB-R05-C07,29.2991,115.2405,0.1,0.0015
1c7f7e18-8790-43aa-a1fe-3b4a8ee9d6aa,2026-07-05T10:38:30+00:00,37.91575071,-122.31154302,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,5,8,SB-R05-C08,damaged,0.9877,89,outputs\annotated\1c7f7e18-8790-43aa-a1fe-3b4a8ee9d6aa.jpg,structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00706_electrical-77.jpg,damaged,yolov8,matched,1.643,SB-R05-C08,SB-R05-C08,3487.2391,120.7239,0.0184,0.0015
3d0932b9-3598-4303-913b-5fbe4e8bcef7,2026-07-05T10:39:00+00:00,37.91571453,-122.3115075,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,10,SB-R04-C10,damaged,0.8925,80,outputs\annotated\3d0932b9-3598-4303-913b-5fbe4e8bcef7.jpg,gps_sequence_mismatch;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00707_electrical-85.jpg,damaged,yolov8,sequence_mismatch,0.956,SB-R04-C10,SB-R05-C09,2632.6532,121.629,0.0597,0.0186
39f25c22-0f60-466e-bea7-3b5edbb13f41,2026-07-05T10:39:30+00:00,37.91572461,-122.31151856,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,4,9,SB-R04-C09,dirty,0.9759,54,outputs\annotated\39f25c22-0f60-466e-bea7-3b5edbb13f41.jpg,gps_sequence_mismatch;soiling,prepared\solar_cls\train\damaged\electrical-damage_00708_electrical-72.jpg,damaged,yolov8,sequence_mismatch,0.754,SB-R04-C09,SB-R05-C10,2050.2898,84.2249,0.0003,0.1248
dd0c7636-77bb-4464-bce6-9487574dd80c,2026-07-05T10:40:00+00:00,37.91565242,-122.31169687,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,1,SB-R01-C01,damaged,0.8922,80,outputs\annotated\dd0c7636-77bb-4464-bce6-9487574dd80c.jpg,structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00709_electrical-6.jpg,damaged,yolov8,matched,1.385,SB-R01-C01,SB-R01-C01,1674.7412,131.5672,0.0194,0.0009
62927938-c8b2-46a8-b87b-b8b32947b54d,2026-07-05T10:40:30+00:00,37.91562596,-122.31167149,SB-ROVER-01,MISSION-EL-CERRITO-DEMO,1,2,SB-R01-C02,damaged,0.9095,82,outputs\annotated\62927938-c8b2-46a8-b87b-b8b32947b54d.jpg,uncertain_gps;structural_or_electrical_damage,prepared\solar_cls\train\damaged\electrical-damage_00710_electrical-22.jpg,damaged,yolov8,uncertain_gps,4.298,SB-R01-C02,SB-R01-C02,686.916,117.044,0.0449,0.0
